Year,hole_area,Dobson Units,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,other_co2_per_capita,share_global_coal_co2,share_global_oil_co2,share_global_gas_co2,share_global_flaring_co2,share_global_cement_co2,cumulative_coal_co2,cumulative_oil_co2,cumulative_gas_co2,cumulative_flaring_co2,cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_oil_co2,share_global_cumulative_gas_co2,share_global_cumulative_flaring_co2,share_global_cumulative_cement_co2,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp
2009,22.0,107.9,112219.35599999999,129.25700000000003,-2394.6189999999997,28137.032000000014,190.11400000000037,3465.1969999999997,1133.692,781.9839999999999,353.43600000000004,4994408.948999998,383.7179999999998,50.42499999999998,37.43600000000001,26.916999999999987,3989.386,44485.674999999996,1281.322,22914.386,38098.727000000006,437.663,23.556000000000004,196.23100000000005,20.739,285.1000000000001,604.0400000000001,4.04,339.6839999999999,346.67999999999995,397.49600000000004,373.81600000000003,341.49499999999995,2467943.6020000004,1694309.1449999993,667992.6639999999,49241.20999999999,104505.878,394.022,366.2600000000001,393.82800000000003,369.34900000000005,382.8819999999998,91581.41999999995,1463.960000000001,16493.849999999995,359.60599999999977,5797.39,104.50100000000006,269636.551,4050737.3569999994,242.67499999999998,20026415008.0,164533312065824.0
2010,19.4,128.5,117872.64700000003,1216.7090000000005,5590.728999999998,29659.690999999995,216.23700000000014,3480.1139999999987,1147.0569999999996,789.6890000000001,352.51900000000006,5111206.840999999,382.9450000000001,49.40300000000002,36.496,26.92300000000001,4223.925,47196.13600000001,1315.607,24684.327000000005,38892.93000000001,484.96200000000005,23.337,208.753,17.201000000000004,302.83,590.6090000000002,4.319000000000001,338.80400000000003,344.53900000000004,397.74199999999996,375.50199999999995,339.966,2515139.7399999998,1733202.0740000003,692677.0009999999,50556.818,108729.81300000002,392.811,365.74099999999993,393.96299999999997,369.50699999999995,381.012,94910.20999999996,1505.894999999999,16656.600000000002,366.59799999999984,5910.030000000001,108.82900000000005,282722.81999999995,4167188.6649999996,235.28099999999998,20271893168.0,176780933332480.0
2011,24.7,106.5,121158.73399999998,694.95,3257.4929999999977,30637.881999999998,206.69800000000032,3529.9339999999993,1130.7579999999996,748.417,350.9310000000001,5231262.224999995,382.1429999999999,47.21600000000002,34.465999999999994,26.948999999999998,4514.845999999997,49829.08100000002,1298.302,25177.08300000001,38735.496,500.58199999999994,24.21400000000001,212.811,16.342999999999996,307.54299999999995,565.4190000000002,4.418000000000002,337.86299999999994,342.9560000000001,395.118,378.0369999999999,338.4719999999999,2564968.8190000015,1771937.5780000004,717854.0730000001,51855.11799999999,113244.65200000005,391.579,365.2180000000001,394.0059999999999,369.71299999999997,379.11800000000005,97131.87999999998,1445.3919999999998,16856.779999999995,361.2650000000003,6066.970000000001,112.49400000000004,289875.41299999994,4142768.1730000013,223.1539999999999,20518357048.0,187816599294016.0
2012,17.8,139.3,123016.392,646.4390000000008,1865.3690000000013,31133.826000000005,181.37400000000045,3909.163,1134.281,791.4939999999999,350.752,5353182.970999999,381.36599999999993,46.483000000000004,35.450999999999986,27.213,4631.779999999997,50407.652,1310.0630000000003,25517.893999999997,39558.205000000016,495.16499999999996,24.305999999999997,214.16099999999994,15.841999999999995,307.859,567.7409999999998,4.367000000000001,338.26199999999994,343.2870000000002,392.761,375.418,337.6749999999999,2615376.473000001,1811495.7880000004,743371.969,53165.172999999995,117876.43800000001,390.39000000000016,364.7060000000001,393.958,369.85,377.2979999999998,98226.62,1430.2840000000015,17055.360000000004,351.99900000000014,6121.200000000003,108.00499999999998,294114.41699999996,4159137.154000001,219.4800000000001,20765650152.0,193156168895872.0
2013,21.0,132.7,123296.90199999996,447.4580000000001,264.079,31364.62299999999,141.97200000000024,4338.146,1113.6919999999998,781.6950000000003,349.2240000000001,5475367.808999999,380.5839999999999,45.72299999999999,34.985,26.919999999999998,4807.2789999999995,50240.842,1310.3759999999997,25567.089999999993,39754.82699999999,504.428,24.883999999999993,213.5019999999999,15.835999999999997,295.81399999999996,559.2909999999997,4.379000000000001,336.70900000000006,341.8370000000001,390.8880000000001,375.40200000000004,336.7889999999998,2665617.3000000003,1851250.6060000004,768939.0579999998,54475.55100000002,122683.72700000003,389.21599999999995,364.18299999999994,393.856,369.9849999999999,375.5250000000002,99454.06,1446.3,17003.170000000006,352.7599999999999,6065.7400000000025,105.17800000000003,299865.426,4162646.5990000004,214.98700000000014,21013375176.0,198385024896064.0
2014,20.9,128.6,123731.26199999999,940.6579999999998,424.74299999999977,31609.74199999999,159.84199999999996,3990.4680000000003,1115.1409999999996,776.396,347.8660000000001,5597977.372000002,379.7959999999999,45.239000000000004,33.971,26.60800000000001,4987.968999999999,50147.75100000001,1339.9480000000003,25569.820999999996,40056.109,507.9770000000001,26.141,206.7010000000002,16.843999999999998,303.46799999999996,557.7640000000005,4.212000000000001,335.54799999999994,341.0539999999998,387.9800000000001,371.4290000000001,336.21499999999986,2715765.0520000006,1891306.712,794508.8779999998,55815.49700000001,127671.69299999998,388.07199999999995,363.66200000000003,393.6659999999999,370.0139999999999,373.81200000000007,100329.01000000001,1405.715,17295.460000000006,342.9859999999998,6185.170000000001,103.4540000000001,302423.407,4098000.081,204.43899999999994,21261062920.0,203843892438144.0
2015,25.6,117.2,123813.289,440.1339999999998,43.472999999999615,31556.349999999995,174.52799999999988,3695.5840000000007,1100.1529999999998,771.4340000000001,348.354,5720630.412000004,379.0599999999999,44.32,33.06700000000002,18.720000000000002,4815.970000000001,49217.346,1338.2640000000004,26185.313000000006,40599.73299999999,496.4120000000001,25.678,198.77499999999998,16.189000000000004,298.2569999999999,557.0950000000003,4.164000000000001,336.54100000000005,340.74599999999987,387.22799999999995,369.6299999999999,337.1620000000001,2764982.3999999994,1931906.4610000004,820694.1819999999,57153.757999999994,132487.65999999995,387.02000000000004,363.1579999999999,393.4529999999999,370.00699999999995,372.342,101106.26000000001,1480.9630000000006,17650.220000000005,362.5130000000004,6291.9900000000025,107.66900000000003,298190.66500000004,3498890.299999999,113.76699999999998,21508277072.0,209538246008064.0
2016,20.7,123.2,123890.71599999997,549.6229999999998,57.67800000000003,31486.43199999999,142.71799999999973,3376.1930000000016,1082.366,756.476,348.40900000000005,5843341.130999997,378.35599999999994,43.06300000000001,32.444,18.627,4930.264000000002,48324.66799999999,1389.3080000000004,26901.483000000004,40690.4,474.598,25.589,199.54000000000005,16.089000000000002,294.51800000000003,542.6120000000002,4.027,336.415,339.94899999999996,387.6300000000001,374.06399999999996,336.86000000000007,2813307.067999999,1972596.8580000002,847595.6669999998,58543.061,137417.91899999997,386.0239999999999,362.63800000000003,393.26699999999994,370.10600000000005,370.94899999999996,100041.92000000001,1415.3780000000008,17424.08,345.5200000000002,6291.93,105.00500000000011,302261.57000000007,3494606.9830000005,113.35400000000001,21754803056.0,212897313449152.0
2017,17.4,141.8,125438.73399999997,519.9160000000003,1898.7969999999984,31871.220000000005,161.5530000000001,3287.8919999999994,1094.867,760.9480000000004,444.377,7508124.253999999,475.17099999999994,0.0,0.0,0.0,6449.3440000000055,62806.414000000004,1923.777,34699.524,52153.50099999998,594.518,25.83799999999999,205.06799999999996,17.493000000000002,299.413,543.0050000000002,4.058999999999999,435.7529999999998,428.365,487.7279999999998,476.19999999999976,436.80899999999957,3604905.580000002,2530564.384999999,1097760.7399999998,76284.84599999998,180912.65600000013,485.0489999999997,455.03999999999974,493.06399999999985,470.25599999999986,469.63500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21975847816.0,0.0
2018,22.9,111.8,127746.944,882.6739999999996,2992.570000000003,32553.739,241.67799999999988,3362.022000000001,1116.833,768.8689999999999,443.76600000000013,7669743.894,474.4679999999997,0.0,0.0,0.0,6604.328000000007,63716.423,2037.5849999999996,36341.45100000001,52313.87699999998,605.9900000000002,25.666000000000004,224.62800000000001,17.580000000000005,299.9209999999999,544.9629999999997,4.0920000000000005,435.86899999999986,426.9420000000002,485.25500000000017,474.41499999999985,436.04299999999984,3668622.0029999986,2582878.247,1134102.1880000005,78322.434,187516.96500000005,484.0989999999999,454.4239999999998,492.814,470.3599999999998,468.3649999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22219016416.0,0.0
2019,9.3,167.0,127568.91500000008,283.61800000000005,-156.70100000000028,0.0,0.0,0.0,1104.5500000000004,0.0,443.0649999999998,7831206.852000002,473.7759999999996,0.0,0.0,0.0,6796.355000000006,62416.29600000002,2037.5849999999996,36874.032000000014,52732.68799999997,605.9900000000002,25.004,215.39199999999994,17.358000000000008,300.1909999999999,542.5250000000002,4.078,434.58499999999987,426.8079999999997,484.18800000000005,474.41499999999985,434.6169999999999,3731038.298,2635610.9519999987,1170976.2200000004,80360.01699999999,194310.588,483.1759999999997,453.84099999999984,492.53599999999983,470.46799999999973,467.0919999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22459660088.0,0.0
